Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_1636	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Pusillimonas	NA
ASV_1637	Bacteria	Spirochaetota	MVP-15	NA	NA	NA	NA
ASV_1638	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA
ASV_1639	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	NA	NA
ASV_1640	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	NA
ASV_1641	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	NA
ASV_1642	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1643	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus	NA
ASV_1644	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_1645	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1646	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_1647	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA	NA
ASV_1648	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_1649	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1650	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA
ASV_1651	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA	NA
ASV_1652	Archaea	NA	NA	NA	NA	NA	NA
ASV_1653	Bacteria	Elusimicrobiota	Elusimicrobia	MVP-88	NA	NA	NA
ASV_1654	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	NA
ASV_1655	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	NA	NA
ASV_1656	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
ASV_1657	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1658	Bacteria	Gemmatimonadota	S0134_terrestrial_group	NA	NA	NA	NA
ASV_1659	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	NA
ASV_1660	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Jorgensenbacteria	NA	NA	NA
ASV_1661	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	NA	NA
ASV_1662	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA	NA
ASV_1663	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	NA
ASV_1664	Archaea	NA	NA	NA	NA	NA	NA
ASV_1665	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	NA	NA
ASV_1666	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_1667	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	NA	NA	NA
ASV_1668	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_1669	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA
ASV_1670	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV_1671	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	NA	NA
ASV_1672	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Berkiella	NA
ASV_1673	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Yanofskybacteria	NA	NA	NA
ASV_1674	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	NA
ASV_1675	Bacteria	Elusimicrobiota	NA	NA	NA	NA	NA
ASV_1676	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_1677	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA
ASV_1678	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_1679	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV_1680	Bacteria	Acidobacteriota	Subgroup_22	NA	NA	NA	NA
ASV_1681	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ideonella	NA
ASV_1682	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA
ASV_1683	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	NA
ASV_1684	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	NA
ASV_1685	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_1686	Bacteria	Planctomycetota	Pla3_lineage	NA	NA	NA	NA
ASV_1687	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_1688	Bacteria	Planctomycetota	Planctomycetes	NA	NA	NA	NA
ASV_1689	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_1690	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_1691	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_1692	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	NA	NA
ASV_1693	Bacteria	Planctomycetota	Phycisphaerae	CCM11a	NA	NA	NA
ASV_1694	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	NA
ASV_1695	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	Candidatus_Methylomirabilis	NA
ASV_1696	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_1697	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	NA	NA
ASV_1698	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	NA
ASV_1699	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1700	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_1701	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	NA	NA
ASV_1702	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_1703	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_1704	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1705	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_1706	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA
ASV_1707	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_1708	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_1709	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_1710	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	UTBCD1	NA
ASV_1711	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	wb1-A12	NA
ASV_1712	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA
ASV_1713	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	NA	NA	NA
ASV_1714	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_1715	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_1716	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_1717	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1718	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_1719	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	NA	NA
ASV_1720	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	NA	NA	NA
ASV_1721	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_1722	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA	NA
ASV_1723	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA	NA
ASV_1724	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	NA
ASV_1725	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1726	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus_Protochlamydia	NA
ASV_1727	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_1728	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Sphaerobacter	NA
ASV_1729	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	NA
ASV_1730	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_1731	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_1732	Archaea	Aenigmarchaeota	Aenigmarchaeia	Aenigmarchaeales	NA	NA	NA
ASV_1733	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Ahniella	NA
ASV_1734	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA	NA
ASV_1735	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_1736	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	RS25G	NA
ASV_1737	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Turneriella	NA
ASV_1738	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA
ASV_1739	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	NA
ASV_1740	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
ASV_1741	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	wb1-P19	NA
ASV_1742	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_1743	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA
ASV_1744	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_BD2-2	NA	NA
ASV_1745	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
ASV_1746	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Fibrella	NA
ASV_1747	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_1748	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
ASV_1749	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA	NA
ASV_1750	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_1751	Archaea	Crenarchaeota	Nitrososphaeria	NA	NA	NA	NA
ASV_1752	Archaea	NA	NA	NA	NA	NA	NA
ASV_1753	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	NA	NA
ASV_1754	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Nitrococcales_Incertae_Sedis	Methylonatrum	NA
ASV_1755	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	NA
ASV_1756	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1757	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_1758	Bacteria	Firmicutes	Clostridia	Clostridia_or	Hungateiclostridiaceae	NA	NA
ASV_1759	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA
ASV_1760	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA	NA
ASV_1761	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA
ASV_1762	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_1763	Bacteria	Planctomycetota	Phycisphaerae	CCM11a	NA	NA	NA
ASV_1764	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_1765	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	NA	NA	NA
ASV_1766	Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes_VC2.1_Bac22	NA	NA	NA
ASV_1767	Archaea	Aenigmarchaeota	NA	NA	NA	NA	NA
ASV_1768	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1769	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	NA	NA
ASV_1770	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA	NA
ASV_1771	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_1772	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Amesbacteria	NA	NA	NA
ASV_1773	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1774	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV_1775	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_1776	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_1777	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA
ASV_1778	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	NA	NA	NA
ASV_1779	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1780	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_1781	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_1782	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_1783	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_1784	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1785	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_1786	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA	NA
ASV_1787	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_1788	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA
ASV_1789	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1790	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1791	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
ASV_1792	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	NA
ASV_1793	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Caproiciproducens	NA
ASV_1794	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_1795	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_1796	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_1797	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_1798	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_1799	Bacteria	Cyanobacteria	Vampirivibrionia	Caenarcaniphilales	NA	NA	NA
ASV_1800	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
ASV_1801	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	MIZ17	NA
ASV_1802	Bacteria	SAR324_clade(Marine_group_B)	NA	NA	NA	NA	NA
ASV_1803	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1804	Bacteria	Acidobacteriota	FFCH5909	NA	NA	NA	NA
ASV_1805	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV_1806	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA	NA
ASV_1807	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_1808	Archaea	NA	NA	NA	NA	NA	NA
ASV_1809	Bacteria	Chloroflexi	NA	NA	NA	NA	NA
ASV_1810	Bacteria	Verrucomicrobiota	Lentisphaeria	NA	NA	NA	NA
ASV_1811	Bacteria	Patescibacteria	Berkelbacteria	NA	NA	NA	NA
ASV_1812	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_1813	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1814	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	NA
ASV_1815	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA
ASV_1816	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	NA	NA
ASV_1817	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	NA	NA
ASV_1818	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	NA	NA
ASV_1819	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_1820	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1821	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV_1822	Bacteria	WPS-2	NA	NA	NA	NA	NA
ASV_1823	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1824	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	aquaeductus
ASV_1825	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Candidatus_Rhabdochlamydia	NA
ASV_1826	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Macellibacteroides	fermentans
ASV_1827	Bacteria	Firmicutes	Clostridia	Clostridia_or	Gracilibacteraceae	Lutispora	NA
ASV_1828	Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus	NA
ASV_1829	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Verticiella	NA
ASV_1830	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	NA
ASV_1831	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_1832	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_1833	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	NA
ASV_1834	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	Wilmottia_Ant-Ph58	NA
ASV_1835	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	NA
ASV_1836	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	palleronii
ASV_1837	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	C2U	NA	NA
ASV_1838	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	NA
ASV_1839	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_1840	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA
ASV_1841	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
ASV_1842	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	NA	NA
ASV_1843	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	NA
ASV_1844	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_1845	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA
ASV_1846	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA	NA
ASV_1847	Bacteria	Latescibacterota	NA	NA	NA	NA	NA
ASV_1848	Bacteria	Armatimonadota	NA	NA	NA	NA	NA
ASV_1849	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_1850	Bacteria	Verrucomicrobiota	Verrucomicrobiae	NA	NA	NA	NA
ASV_1851	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA
ASV_1852	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1853	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	NA
ASV_1854	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Terrybacteria	NA	NA	NA
ASV_1855	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Streptomonospora	NA
ASV_1856	Bacteria	Planctomycetota	Pla4_lineage	NA	NA	NA	NA
ASV_1857	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA
ASV_1858	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Ga0074140	NA
ASV_1859	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	NA	NA	NA
ASV_1860	Archaea	Halobacterota	NA	NA	NA	NA	NA
ASV_1861	Bacteria	Planctomycetota	Phycisphaerae	CCM11a	NA	NA	NA
ASV_1862	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_1863	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_1864	Bacteria	Patescibacteria	ABY1	NA	NA	NA	NA
ASV_1865	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
ASV_1866	Bacteria	Elusimicrobiota	Lineage_IIc	NA	NA	NA	NA
ASV_1867	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1868	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_1869	Bacteria	Acidobacteriota	Subgroup_25	NA	NA	NA	NA
ASV_1870	Bacteria	Acetothermia	Acetothermiia	NA	NA	NA	NA
ASV_1871	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA	NA
ASV_1872	Archaea	NA	NA	NA	NA	NA	NA
ASV_1873	Bacteria	Acidobacteriota	Blastocatellia	11-24	NA	NA	NA
ASV_1874	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA	NA
ASV_1875	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	NA
ASV_1876	Bacteria	Patescibacteria	Parcubacteria	Paceibacterales	Paceibacteraceae	Candidatus_Paceibacter	NA
ASV_1877	Bacteria	Chloroflexi	NA	NA	NA	NA	NA
ASV_1878	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA	NA
ASV_1879	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	NA	NA	NA
ASV_1880	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA
ASV_1881	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV_1882	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1883	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_1884	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_1885	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA
ASV_1886	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_1887	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_1888	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Alkanibacter	NA
ASV_1889	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	CG1-02-32-21	NA	NA
ASV_1890	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	NA
ASV_1891	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_1892	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
ASV_1893	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_1894	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_1895	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA	NA
ASV_1896	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA
ASV_1897	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA	NA
ASV_1898	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis	NA
ASV_1899	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_1900	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1901	Archaea	Halobacterota	NA	NA	NA	NA	NA
ASV_1902	Bacteria	Firmicutes	Moorellia	Desulfitibacterales	Desulfitibacteraceae	Desulfitibacter	NA
ASV_1903	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_1904	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_1905	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	NA	NA
ASV_1906	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_1907	Bacteria	Proteobacteria	Gammaproteobacteria	eub62A3	NA	NA	NA
ASV_1908	Bacteria	Nitrospirota	4-29-1	NA	NA	NA	NA
ASV_1909	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA
ASV_1910	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA	NA
ASV_1911	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Elioraeaceae	Elioraea	NA
ASV_1912	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	NA	NA
ASV_1913	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfotomaculales_fa	Cryptanaerobacter	NA
ASV_1914	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus	NA
ASV_1915	Bacteria	Firmicutes	NA	NA	NA	NA	NA
