Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_1359	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NA	NA
ASV_1360	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_1361	Bacteria	Myxococcota	Polyangia	mle1-27	NA	NA	NA
ASV_1362	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA
ASV_1363	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_1364	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA
ASV_1365	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	ginsenosidimutans
ASV_1366	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA
ASV_1367	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA
ASV_1368	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	AAP99	NA
ASV_1369	Bacteria	Cyanobacteria	Cyanobacteriia	SepB-3	NA	NA	NA
ASV_1370	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1371	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	NA	NA
ASV_1372	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA	NA
ASV_1373	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_1374	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_1375	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_1376	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_1377	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA
ASV_1378	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	NA	NA
ASV_1379	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA
ASV_1380	Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus	NA
ASV_1381	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA
ASV_1382	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_1383	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_1384	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_1385	Bacteria	Chloroflexi	SHA-26	NA	NA	NA	NA
ASV_1386	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_1387	Bacteria	Acidobacteriota	Blastocatellia	11-24	NA	NA	NA
ASV_1388	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_1389	Bacteria	Acidobacteriota	Acidobacteriae	NA	NA	NA	NA
ASV_1390	Bacteria	Planctomycetota	Pla4_lineage	NA	NA	NA	NA
ASV_1391	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV_1392	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA	NA
ASV_1393	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA	NA
ASV_1394	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_1395	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_1396	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_1397	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	NA
ASV_1398	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	Sh765B-TzT-35	NA
ASV_1399	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1400	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	NA	NA
ASV_1401	Bacteria	Myxococcota	bacteriap25	NA	NA	NA	NA
ASV_1402	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
ASV_1403	Bacteria	Latescibacterota	NA	NA	NA	NA	NA
ASV_1404	Bacteria	Chloroflexi	OLB14	NA	NA	NA	NA
ASV_1405	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	NA	NA
ASV_1406	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1407	Bacteria	Firmicutes	D8A-2	NA	NA	NA	NA
ASV_1408	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1409	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA
ASV_1410	Bacteria	PAUC34f	NA	NA	NA	NA	NA
ASV_1411	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	NA	NA
ASV_1412	Bacteria	Acetothermia	Acetothermiia	NA	NA	NA	NA
ASV_1413	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1414	Bacteria	Chloroflexi	Dehalococcoidia	MSBL5	NA	NA	NA
ASV_1415	Bacteria	Firmicutes	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus	NA
ASV_1416	Bacteria	Patescibacteria	NA	NA	NA	NA	NA
ASV_1417	Bacteria	Planctomycetota	Phycisphaerae	CCM11a	NA	NA	NA
ASV_1418	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	SR-FBR-L83	NA	NA
ASV_1419	Bacteria	Chloroflexi	Dehalococcoidia	GIF9	AB-539-J10	SCGC-AB-539-J10	NA
ASV_1420	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1421	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	NA
ASV_1422	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Tychonema_CCAP_1459-11B	bourrellyi
ASV_1423	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	NA
ASV_1424	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	NA
ASV_1425	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcopsis	NA
ASV_1426	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_1427	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA	NA
ASV_1428	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	NA	NA	NA
ASV_1429	Bacteria	MBNT15	NA	NA	NA	NA	NA
ASV_1430	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Geothrix	NA
ASV_1431	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis	NA
ASV_1432	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	NA	NA
ASV_1433	Bacteria	Planctomycetota	Planctomycetes	NA	NA	NA	NA
ASV_1434	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1435	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Bauldia	NA
ASV_1436	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_1437	Archaea	Hydrothermarchaeota	Hydrothermarchaeia	Hydrothermarchaeales	NA	NA	NA
ASV_1438	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	NA
ASV_1439	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	NA	NA
ASV_1440	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Ammoniphilus	NA
ASV_1441	Archaea	Crenarchaeota	Nitrososphaeria	Marine_Benthic_Group_A	NA	NA	NA
ASV_1442	Bacteria	Acidobacteriota	Subgroup_22	NA	NA	NA	NA
ASV_1443	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA	NA
ASV_1444	Bacteria	Myxococcota	bacteriap25	NA	NA	NA	NA
ASV_1445	Bacteria	PAUC34f	NA	NA	NA	NA	NA
ASV_1446	Bacteria	Chloroflexi	NA	NA	NA	NA	NA
ASV_1447	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_1448	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_1449	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	NA
ASV_1450	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	NA	NA	NA
ASV_1451	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1452	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	NA
ASV_1453	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1454	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA
ASV_1455	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA	NA
ASV_1456	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Pseudofulvimonas	gallinarii
ASV_1457	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	C1-B045	NA
ASV_1458	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	NA
ASV_1459	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV_1460	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	Sh765B-TzT-35	NA
ASV_1461	Bacteria	Elusimicrobiota	Lineage_IIc	NA	NA	NA	NA
ASV_1462	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	NA
ASV_1463	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis	NA
ASV_1464	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1465	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	NA	NA	NA
ASV_1466	Bacteria	Planctomycetota	Phycisphaerae	CCM11a	NA	NA	NA
ASV_1467	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	NA
ASV_1468	Bacteria	Chloroflexi	Dehalococcoidia	GIF9	AB-539-J10	SCGC-AB-539-J10	NA
ASV_1469	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_1470	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1471	Bacteria	Proteobacteria	Gammaproteobacteria	MBMPE27	NA	NA	NA
ASV_1472	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA
ASV_1473	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	NA
ASV_1474	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1475	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011_GWC1_47_15	NA	NA
ASV_1476	Bacteria	Cyanobacteria	Vampirivibrionia	Caenarcaniphilales	NA	NA	NA
ASV_1477	Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	KCM-B-112	NA
ASV_1478	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	NA
ASV_1479	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis	NA
ASV_1480	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	NA
ASV_1481	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	NA	NA	NA
ASV_1482	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA
ASV_1483	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	brevis
ASV_1484	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Phreatobacter	NA
ASV_1485	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	NA
ASV_1486	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
ASV_1487	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	NA	NA
ASV_1488	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	NA
ASV_1489	Bacteria	Firmicutes	Thermoanaerobacteria	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobius	NA
ASV_1490	Archaea	NA	NA	NA	NA	NA	NA
ASV_1491	Bacteria	Deinococcota	Deinococci	NA	NA	NA	NA
ASV_1492	Bacteria	Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	NA	NA	NA
ASV_1493	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	NA	NA
ASV_1494	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_1495	Bacteria	Chloroflexi	NA	NA	NA	NA	NA
ASV_1496	Bacteria	NKB15	NA	NA	NA	NA	NA
ASV_1497	Bacteria	Planctomycetota	Phycisphaerae	S-70	NA	NA	NA
ASV_1498	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_1499	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	NA	NA
ASV_1500	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Bauldia	NA
ASV_1501	Bacteria	Gemmatimonadota	BD2-11_terrestrial_group	NA	NA	NA	NA
ASV_1502	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	NA
ASV_1503	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_1504	Bacteria	Proteobacteria	Gammaproteobacteria	KF-JG30-C25	NA	NA	NA
ASV_1505	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	NA
ASV_1506	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1507	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_1508	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_1509	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_1510	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	NA	NA
ASV_1511	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_1512	Bacteria	Elusimicrobiota	Lineage_IIc	NA	NA	NA	NA
ASV_1513	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1514	Archaea	Crenarchaeota	NA	NA	NA	NA	NA
ASV_1515	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA
ASV_1516	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_1517	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA
ASV_1518	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1519	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	NA
ASV_1520	Bacteria	Myxococcota	bacteriap25	NA	NA	NA	NA
ASV_1521	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_1522	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	NA	NA
ASV_1523	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA
ASV_1524	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Terrybacteria	NA	NA	NA
ASV_1525	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA
ASV_1526	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_1527	Bacteria	Actinobacteriota	Actinobacteria	Glycomycetales	Glycomycetaceae	Glycomyces	sediminimaris
ASV_1528	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1529	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_1530	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	NA	NA	NA
ASV_1531	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1532	Bacteria	Proteobacteria	Gammaproteobacteria	1013-28-CG33	NA	NA	NA
ASV_1533	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_1534	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	NA
ASV_1535	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA	NA
ASV_1536	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	NA	NA
ASV_1537	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_1538	Bacteria	DTB120	NA	NA	NA	NA	NA
ASV_1539	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	NA	NA
ASV_1540	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	NA
ASV_1541	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	NA
ASV_1542	Bacteria	Sumerlaeota	Sumerlaeia	NA	NA	NA	NA
ASV_1543	Bacteria	Cyanobacteria	Vampirivibrionia	Caenarcaniphilales	NA	NA	NA
ASV_1544	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA
ASV_1545	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_1546	Bacteria	Gemmatimonadota	S0134_terrestrial_group	NA	NA	NA	NA
ASV_1547	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfotomaculales_fa	Desulfotomaculum	NA
ASV_1548	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_1549	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA	NA
ASV_1550	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_1551	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	NA
ASV_1552	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	NA
ASV_1553	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1554	Bacteria	Cyanobacteria	Vampirivibrionia	Caenarcaniphilales	NA	NA	NA
ASV_1555	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	NA	NA
ASV_1556	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1557	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_1558	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	NA
ASV_1559	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_8	NA
ASV_1560	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV_1561	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales_fa	Alkaliphilus	NA
ASV_1562	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	NA	NA
ASV_1563	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA
ASV_1564	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_1565	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
ASV_1566	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	NA	NA
ASV_1567	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	gilardii
ASV_1568	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	NA	NA
ASV_1569	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_1570	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_1571	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_1572	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
ASV_1573	Bacteria	Zixibacteria	NA	NA	NA	NA	NA
ASV_1574	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	NA
ASV_1575	Bacteria	Proteobacteria	Alphaproteobacteria	Ferrovibrionales	Ferrovibrionaceae	Ferrovibrio	NA
ASV_1576	Bacteria	Planctomycetota	Brocadiae	Brocadiales	Brocadiaceae	NA	NA
ASV_1577	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA	NA
ASV_1578	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_1579	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_1580	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA
ASV_1581	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_1582	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_1583	Bacteria	Chloroflexi	Dehalococcoidia	NA	NA	NA	NA
ASV_1584	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	NA
ASV_1585	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1586	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_1587	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_1588	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1589	Bacteria	Myxococcota	bacteriap25	NA	NA	NA	NA
ASV_1590	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA
ASV_1591	Bacteria	Bacteroidota	NA	NA	NA	NA	NA
ASV_1592	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_1593	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_1594	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	NA
ASV_1595	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_1596	Bacteria	Verrucomicrobiota	Verrucomicrobiae	NA	NA	NA	NA
ASV_1597	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1598	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1599	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_1600	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA
ASV_1601	Bacteria	Acidobacteriota	FFCH5909	NA	NA	NA	NA
ASV_1602	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1603	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA	NA
ASV_1604	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
ASV_1605	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	Sh765B-TzT-35	NA
ASV_1606	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1607	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_1608	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1609	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	NA	NA
ASV_1610	Bacteria	Planctomycetota	Pla4_lineage	NA	NA	NA	NA
ASV_1611	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_1612	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA	NA
ASV_1613	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011	AR20	NA
ASV_1614	Bacteria	Planctomycetota	Brocadiae	Brocadiales	GWA2-50-13	NA	NA
ASV_1615	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
ASV_1616	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Pannonibacter	carbonis
ASV_1617	Bacteria	Proteobacteria	Alphaproteobacteria	Ferrovibrionales	Ferrovibrionaceae	Ferrovibrio	denitrificans
ASV_1618	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter	NA
ASV_1619	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV_1620	Bacteria	Gemmatimonadota	S0134_terrestrial_group	NA	NA	NA	NA
ASV_1621	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechloromonas	agitata
ASV_1622	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Turneriella	NA
ASV_1623	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA
ASV_1624	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1625	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	NA	NA
ASV_1626	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA	NA
ASV_1627	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA	NA
ASV_1628	Bacteria	Acidobacteriota	Blastocatellia	11-24	NA	NA	NA
ASV_1629	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Thermotaleaceae	Salimesophilobacter	NA
ASV_1630	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
ASV_1631	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Fontimonas	thermophila
ASV_1632	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	NA
ASV_1633	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA	NA
ASV_1634	Bacteria	NA	NA	NA	NA	NA	NA
ASV_1635	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	NA	NA
